date,predicted_chl,bloom_risk_flag,threshold_used,num_grid_points
2025-10-05,0.165,0,1.35,112
2025-10-05,0.165,0,0.18578177757000008,112
2025-10-06,0.162,0,0.186,112
2025-10-06,0.162,0,0.186,112
